# Python obtained correction file
#  T = 2850 K
# Wavelength(nm)	Corr.Factor
3.744499999999999886e+02 1.156415234397141445e+00
3.748999999999999773e+02 1.142877913374964027e+00
3.753500000000000227e+02 1.129638609852191333e+00
3.758000000000000114e+02 1.116268557287802166e+00
3.762500000000000000e+02 1.103946413182471220e+00
3.766999999999999886e+02 1.092615828353758811e+00
3.771499999999999773e+02 1.081281383658177386e+00
3.776000000000000227e+02 1.070695624065460372e+00
3.780500000000000114e+02 1.060213675479952489e+00
3.785000000000000000e+02 1.049777008679516621e+00
3.789499999999999886e+02 1.040012554337024664e+00
3.793999999999999773e+02 1.030538112622756852e+00
3.798500000000000227e+02 1.022010557664814412e+00
3.803000000000000114e+02 1.013663604205699897e+00
3.807500000000000000e+02 1.005272970605235017e+00
3.811999999999999886e+02 9.976119545332028382e-01
3.816499999999999773e+02 9.903458341817542587e-01
3.821000000000000227e+02 9.823774465834202996e-01
3.825400000000000205e+02 9.740878571502112893e-01
3.829900000000000091e+02 9.666477234539121444e-01
3.834399999999999977e+02 9.588929720421258684e-01
3.838899999999999864e+02 9.516565533188178216e-01
3.843399999999999750e+02 9.451783694992028639e-01
3.847900000000000205e+02 9.385031507132327588e-01
3.852400000000000091e+02 9.321797088459174985e-01
3.856899999999999977e+02 9.260010659141554301e-01
3.861399999999999864e+02 9.197286667983372022e-01
3.865899999999999750e+02 9.135492253442172306e-01
3.870400000000000205e+02 9.062861150433512147e-01
3.874800000000000182e+02 8.998003567333575647e-01
3.879300000000000068e+02 8.942380050962746019e-01
3.883799999999999955e+02 8.885667182236536288e-01
3.888299999999999841e+02 8.834390823724141972e-01
3.892799999999999727e+02 8.783433675676514119e-01
3.897300000000000182e+02 8.732028814310420772e-01
3.901800000000000068e+02 8.685197457667468424e-01
3.906200000000000045e+02 8.635343267940236434e-01
3.910699999999999932e+02 8.585014126094326903e-01
3.915199999999999818e+02 8.546292552314116442e-01
3.919700000000000273e+02 8.510323937543738948e-01
3.924200000000000159e+02 8.480722809133176554e-01
