# Correction file Goniospectrometer Mattias 2016-05-04
# Wavelength(nm)	Factor(a.u.)
290.310000000000	1.30021370776919
290.770000000000	1.33696091163207
291.230000000000	1.35893776630889
291.690000000000	1.38979518904486
292.150000000000	1.42378305159481
292.610000000000	1.43846632143009
293.070000000000	1.47462493958467
293.530000000000	1.50329716682580
293.990000000000	1.53737398909141
294.440000000000	1.55021479311841
294.900000000000	1.58279724084018
295.360000000000	1.59986526900872
295.820000000000	1.63525840766622
296.280000000000	1.66360066622020
296.740000000000	1.69058419551178
297.200000000000	1.71299108668932
297.660000000000	1.73827016701840
298.110000000000	1.75159829705813
298.570000000000	1.78606788150139
299.030000000000	1.81341876589879
299.490000000000	1.85612006197032
299.950000000000	1.89437020056243
300.410000000000	1.93191794035593
300.860000000000	1.96552512672642
301.320000000000	2.00992430796497
301.780000000000	2.03878894852161
302.240000000000	2.07213993333523
302.700000000000	2.11401125339749
303.150000000000	2.17855481084590
303.610000000000	2.21962450622963
304.070000000000	2.27654009793430
304.530000000000	2.32689393573128
304.990000000000	2.36786870814037
305.440000000000	2.40051506137792
305.900000000000	2.44780485875293
306.360000000000	2.50526698790795
306.820000000000	2.55916605089168
307.270000000000	2.58427898816648
307.730000000000	2.65200159599765
308.190000000000	2.69242530819359
308.650000000000	2.72389543678425
309.100000000000	2.75863971959094
309.560000000000	2.81278034382841
310.020000000000	2.87142788289886
310.480000000000	2.94756886291742
310.930000000000	2.98714796747879
311.390000000000	3.01616910836453
311.850000000000	3.07223326743131
312.300000000000	3.16055359736938
312.760000000000	3.23067987865613
313.220000000000	3.26238966794137
313.670000000000	3.31693158392154
314.130000000000	3.36197568914294
314.590000000000	3.39814499926333
315.040000000000	3.42695573874508
315.500000000000	3.45792630270450
315.960000000000	3.51082596273972
316.410000000000	3.57827774403195
316.870000000000	3.59897624002047
317.330000000000	3.64034411102639
317.780000000000	3.68944121134689
318.240000000000	3.76911961485503
318.700000000000	3.84129595525079
319.150000000000	3.91659398871473
319.610000000000	3.95103427142449
320.060000000000	3.98602858288356
320.520000000000	4.06597957188492
320.980000000000	4.11851946748859
321.430000000000	4.16080349870220
321.890000000000	4.25876986924806
322.340000000000	4.28272088014387
322.800000000000	4.36647696206604
323.260000000000	4.43125335393154
323.710000000000	4.46972930768665
324.170000000000	4.49815013576877
324.620000000000	4.60625726022860
325.080000000000	4.72058323611497
325.540000000000	4.79426914235400
325.990000000000	4.87830481634438
326.450000000000	4.98061711184348
326.900000000000	5.05756860486094
327.360000000000	5.20182286078217
327.810000000000	5.17353941791827
328.270000000000	5.23813899735385
328.720000000000	5.29024360930120
329.180000000000	5.32702484146648
329.630000000000	5.36566104610443
330.090000000000	5.43455553654707
330.540000000000	5.54078475532220
331	5.58370145126403
331.450000000000	5.62349210056537
331.910000000000	5.63290221668038
332.360000000000	5.64834596614507
332.820000000000	5.73850044570282
333.270000000000	5.75873372150381
333.730000000000	5.77172873018917
334.180000000000	5.81814128713547
334.640000000000	5.85554326593895
335.090000000000	5.78529075526934
335.550000000000	5.72407094899681
336	5.70080363048126
336.450000000000	5.67761297619507
336.910000000000	5.65763838653723
337.360000000000	5.59573912280832
337.820000000000	5.53819807173613
338.270000000000	5.52625981851426
338.730000000000	5.48033488686846
339.180000000000	5.39297475794357
339.630000000000	5.29047764497422
340.090000000000	5.21615074594470
340.540000000000	5.11997273289454
341	5.01481565531411
341.450000000000	4.90106963120124
341.900000000000	4.77894106628015
342.360000000000	4.67059157429952
342.810000000000	4.56073540808703
343.260000000000	4.42934605021158
343.720000000000	4.32619527611512
344.170000000000	4.22319973962048
344.630000000000	4.10085635078647
345.080000000000	3.99121231811463
345.530000000000	3.89967651450877
345.990000000000	3.77522392186614
346.440000000000	3.67336553266462
346.890000000000	3.57738671244631
347.350000000000	3.48152458913449
347.800000000000	3.38383810806963
348.250000000000	3.27625292411562
348.710000000000	3.17952526579859
349.160000000000	3.08790519870818
349.610000000000	2.99713492580578
350.060000000000	2.90619935121743
350.520000000000	2.81258011330202
350.970000000000	2.74212076491790
351.420000000000	2.66152676832102
351.880000000000	2.58532227047673
352.330000000000	2.51100668802635
352.780000000000	2.43723230958216
353.230000000000	2.37018675506664
353.690000000000	2.30134328345800
354.140000000000	2.24010259131066
354.590000000000	2.17957508298211
355.040000000000	2.12401813614216
355.500000000000	2.06621231621793
355.950000000000	2.00769844473443
356.400000000000	1.95503374925693
356.850000000000	1.90235290440107
357.300000000000	1.85354019596611
357.760000000000	1.80555423539316
358.210000000000	1.76066204966334
358.660000000000	1.71760068417581
359.110000000000	1.67437667783362
359.560000000000	1.63202840063907
360.020000000000	1.59225346834101
360.470000000000	1.55427945161094
360.920000000000	1.51742223605980
361.370000000000	1.48173189145486
361.820000000000	1.44941107742165
362.270000000000	1.41622715491797
362.730000000000	1.38674788359292
363.180000000000	1.35871342160341
363.630000000000	1.33074893673136
364.080000000000	1.30324939875538
364.530000000000	1.27827937460227
364.980000000000	1.25375623263129
365.430000000000	1.23050080906983
365.890000000000	1.21027389340784
366.340000000000	1.18836262124954
366.790000000000	1.16802654870795
367.240000000000	1.14931204620488
367.690000000000	1.12962444101574
368.140000000000	1.10967148491821
368.590000000000	1.09080980996682
369.040000000000	1.07308275035125
369.490000000000	1.05610158626416
369.940000000000	1.03948080863142
370.390000000000	1.02186371236416
370.850000000000	1.00604607882657
371.300000000000	0.990368271262231
371.750000000000	0.974454815914368
372.200000000000	0.959316910210181
372.650000000000	0.945827708967204
373.100000000000	0.931831843644862
373.550000000000	0.919111999655783
374	0.907109048623640
374.450000000000	0.895371064612778
374.900000000000	0.883511297152248
375.350000000000	0.872493653619007
375.800000000000	0.861083203525686
376.250000000000	0.850502035254604
376.700000000000	0.840702176364625
377.150000000000	0.830986080642950
377.600000000000	0.821154645010453
378.050000000000	0.813013312113437
378.500000000000	0.804595416765553
378.950000000000	0.796237033934621
379.400000000000	0.788536261739660
379.850000000000	0.781137017001279
380.300000000000	0.775161689218516
380.750000000000	0.768849381449846
381.200000000000	0.763089108581178
381.650000000000	0.757590780870004
382.100000000000	0.752463409587011
382.540000000000	0.746923437908013
382.990000000000	0.741509257363595
383.440000000000	0.735963010662044
383.890000000000	0.730587767234790
384.340000000000	0.726015181956759
384.790000000000	0.721361238028516
385.240000000000	0.716298357933592
385.690000000000	0.712390681778706
386.140000000000	0.708121928347490
386.590000000000	0.703273654129247
387.040000000000	0.698749214352256
387.480000000000	0.694747056216482
387.930000000000	0.690396243239036
388.380000000000	0.686754739509856
388.830000000000	0.683009126513094
389.280000000000	0.679585392087049
389.730000000000	0.676302790402204
390.180000000000	0.672729510746770
390.620000000000	0.669020332621832
391.070000000000	0.665721750583529
391.520000000000	0.662981845062278
391.970000000000	0.660756596645940
392.420000000000	0.658575789295466
392.870000000000	0.656918569181474
393.310000000000	0.655083952999443
393.760000000000	0.653819774878487
394.210000000000	0.652371737152882
394.660000000000	0.651465588751854
395.110000000000	0.651243365985692
395.550000000000	0.650286482035291
396	0.650022536057275
396.450000000000	0.649824988575996
396.900000000000	0.649069841587312
397.340000000000	0.648759665964313
397.790000000000	0.648345768897257
398.240000000000	0.647765381921480
398.690000000000	0.647608148918056
399.130000000000	0.646750763704258
399.580000000000	0.645959024484755
400.030000000000	0.645202350646756
400.480000000000	0.644536203674533
400.920000000000	0.643697182853694
401.370000000000	0.642716137902826
401.820000000000	0.641938582154536
402.270000000000	0.640563826841651
402.710000000000	0.639424548590062
403.160000000000	0.638588132725904
403.610000000000	0.637555324405003
404.050000000000	0.636196306624298
404.500000000000	0.634875612639124
404.950000000000	0.633498752504637
405.390000000000	0.631853109291265
405.840000000000	0.630788986471861
406.290000000000	0.629141900362871
406.730000000000	0.627278999643850
407.180000000000	0.625563524777035
407.630000000000	0.623910214611210
408.070000000000	0.622304972498051
408.520000000000	0.620425524406899
408.970000000000	0.618476438046730
409.410000000000	0.616907294153442
409.860000000000	0.615003376276305
410.310000000000	0.613828619982614
410.750000000000	0.611844572735738
411.200000000000	0.610603412715642
411.640000000000	0.609658331293482
412.090000000000	0.609103017152834
412.540000000000	0.608098435291232
412.980000000000	0.607035030596574
413.430000000000	0.606139704080006
413.870000000000	0.605859299619278
414.320000000000	0.605414819360606
414.760000000000	0.605538352957126
415.210000000000	0.605160467363711
415.660000000000	0.605133738025586
416.100000000000	0.605641114286830
416.550000000000	0.605811446520479
416.990000000000	0.606135696617996
417.440000000000	0.606830229884406
417.880000000000	0.607358695337401
418.330000000000	0.608571389672005
418.770000000000	0.609235474938597
419.220000000000	0.610472935941933
419.660000000000	0.610730275072126
420.110000000000	0.611815810239571
420.550000000000	0.612707069130226
421	0.613731535608792
421.440000000000	0.614696885806635
421.890000000000	0.615171918424695
422.330000000000	0.616007728251515
422.780000000000	0.616493447332935
423.220000000000	0.616502611996440
423.670000000000	0.617308437640597
424.110000000000	0.617640415261382
424.560000000000	0.618041827447020
425	0.618045717542325
425.450000000000	0.618356060613047
425.890000000000	0.617452723756296
426.330000000000	0.616793951787038
426.780000000000	0.616855403607361
427.220000000000	0.616370451050963
427.670000000000	0.615822769156348
428.110000000000	0.615186317893306
428.550000000000	0.614246670946275
429	0.612371644540068
429.440000000000	0.611534114136945
429.890000000000	0.610529941052751
430.330000000000	0.609449431680430
430.770000000000	0.608162985395824
431.220000000000	0.607129211008570
431.660000000000	0.605880080501430
432.110000000000	0.604314176760464
432.550000000000	0.603186233799825
432.990000000000	0.602376089381722
433.440000000000	0.601644958824820
433.880000000000	0.600932151015020
434.320000000000	0.599695869312548
434.770000000000	0.598645932817687
435.210000000000	0.596826677550944
435.650000000000	0.596220555669587
436.100000000000	0.595298457938676
436.540000000000	0.594238549468622
436.980000000000	0.593691359173354
437.430000000000	0.592923092747249
437.870000000000	0.592284561278630
438.310000000000	0.591430589980711
438.750000000000	0.591553711262350
439.200000000000	0.591297457857721
439.640000000000	0.591245031083764
440.080000000000	0.592065817688724
440.530000000000	0.592321991648039
440.970000000000	0.592608875912484
441.410000000000	0.592949215125925
441.850000000000	0.593493807239440
442.300000000000	0.594772769508231
442.740000000000	0.595025644233147
443.180000000000	0.595718879886105
443.620000000000	0.596097474048285
444.070000000000	0.597482270105258
444.510000000000	0.598783396412702
444.950000000000	0.600014395079797
445.390000000000	0.601753118962845
445.830000000000	0.602807141990972
446.280000000000	0.604481767180901
446.720000000000	0.605750825432840
447.160000000000	0.606749382393464
447.600000000000	0.608500659701258
448.040000000000	0.610469340054596
448.490000000000	0.612340319324417
448.930000000000	0.612889991485639
449.370000000000	0.614083268446950
449.810000000000	0.614177939163362
450.250000000000	0.614824226015142
450.690000000000	0.615733353267751
451.130000000000	0.615621592973323
451.580000000000	0.615472524393900
452.020000000000	0.615790669569673
452.460000000000	0.615449879615471
452.900000000000	0.614150267577891
453.340000000000	0.612717933867854
453.780000000000	0.611566911288638
454.220000000000	0.609476377447718
454.660000000000	0.607826488137584
455.110000000000	0.605178071021356
455.550000000000	0.602354070035722
455.990000000000	0.600116339444708
456.430000000000	0.597079106164182
456.870000000000	0.593025879150307
457.310000000000	0.589498193592045
457.750000000000	0.585820782867884
458.190000000000	0.582219229129283
458.630000000000	0.578151515091823
459.070000000000	0.574401318561595
459.510000000000	0.570658320234191
459.950000000000	0.566326294530517
460.390000000000	0.562933885574999
460.830000000000	0.558794522990040
461.270000000000	0.555559051459334
461.710000000000	0.552831988972553
462.150000000000	0.550272349847727
462.590000000000	0.546988469055141
463.030000000000	0.544279728082345
463.470000000000	0.541867496661852
463.910000000000	0.539316267224613
464.350000000000	0.537067754905573
464.790000000000	0.535219786190259
465.230000000000	0.532833680095518
465.670000000000	0.530544635791903
466.110000000000	0.528472772368792
466.550000000000	0.526165528013352
466.990000000000	0.523471594280037
467.430000000000	0.521808602310544
467.870000000000	0.519401803851461
468.310000000000	0.517321580161856
468.750000000000	0.514707837166369
469.190000000000	0.511997675406992
469.630000000000	0.509413289221118
470.070000000000	0.506720873149777
470.510000000000	0.503828476092970
470.950000000000	0.500830367981507
471.380000000000	0.497391223989508
471.820000000000	0.493876320920031
472.260000000000	0.489882732502740
472.700000000000	0.486077508895265
473.140000000000	0.481956549199689
473.580000000000	0.477819315420992
474.020000000000	0.473672332954775
474.460000000000	0.469079195758063
474.890000000000	0.464511319801578
475.330000000000	0.460115394325163
475.770000000000	0.455059162153876
476.210000000000	0.450300056575270
476.650000000000	0.445632937233151
477.090000000000	0.441048084472496
477.520000000000	0.436223212825590
477.960000000000	0.431443998334101
478.400000000000	0.427014051680503
478.840000000000	0.421970944020690
479.280000000000	0.417242778438993
479.720000000000	0.412574240845736
480.150000000000	0.407777644277992
480.590000000000	0.403560969210152
481.030000000000	0.399130983526079
481.470000000000	0.394992061109398
481.900000000000	0.390411203199997
482.340000000000	0.386175445676729
482.780000000000	0.382147296844724
483.220000000000	0.378037975558939
483.650000000000	0.374206898264796
484.090000000000	0.370896306721937
484.530000000000	0.367424960830874
484.970000000000	0.364144191550438
485.400000000000	0.360511592493792
485.840000000000	0.357467581167843
486.280000000000	0.354200023143606
486.720000000000	0.351432372122435
487.150000000000	0.348638525152862
487.590000000000	0.345994281793026
488.030000000000	0.343451422575831
488.460000000000	0.341088850566029
488.900000000000	0.338704387268575
489.340000000000	0.336519042726108
489.770000000000	0.334498531047478
490.210000000000	0.332891184499236
490.650000000000	0.331268253426340
491.080000000000	0.329588917569626
491.520000000000	0.328084418834848
491.960000000000	0.326691018093264
492.390000000000	0.325340152966461
492.830000000000	0.324170547831711
493.270000000000	0.323171185752436
493.700000000000	0.322086230238486
494.140000000000	0.321264141075956
494.580000000000	0.320241677541562
495.010000000000	0.319399005359303
495.450000000000	0.318440209477658
495.880000000000	0.317833577878662
496.320000000000	0.317276240224342
496.760000000000	0.316658076325866
497.190000000000	0.316172724718006
497.630000000000	0.315616479015290
498.060000000000	0.315097430526524
498.500000000000	0.314519843991251
498.930000000000	0.314083727852879
499.370000000000	0.313869602192418
499.810000000000	0.313444947420205
500.240000000000	0.313227459895627
500.680000000000	0.312865625179870
501.110000000000	0.312499419389418
501.550000000000	0.312331400781330
501.980000000000	0.312153206501926
502.420000000000	0.311993410843185
502.850000000000	0.311828326043914
503.290000000000	0.311789811628193
503.720000000000	0.311588539315448
504.160000000000	0.311612070325934
504.590000000000	0.311494347525762
505.030000000000	0.311293460737818
505.460000000000	0.311239133317032
505.900000000000	0.311212094869743
506.330000000000	0.311127354144338
506.770000000000	0.310927485495558
507.200000000000	0.311041815881408
507.640000000000	0.310945378329800
508.070000000000	0.310843408202850
508.510000000000	0.310838978916649
508.940000000000	0.310647988310374
509.370000000000	0.310750432029644
509.810000000000	0.310682393113207
510.240000000000	0.310597333866059
510.680000000000	0.310520284046820
511.110000000000	0.310598950117834
511.550000000000	0.310711946511343
511.980000000000	0.310542975771277
512.410000000000	0.310617641634480
512.850000000000	0.310915546224345
513.280000000000	0.310845628714616
513.720000000000	0.310898800370375
514.150000000000	0.310900095964106
514.580000000000	0.311085480012956
515.020000000000	0.311171545639219
515.450000000000	0.311401249860761
515.880000000000	0.311316872275136
516.320000000000	0.311299280185838
516.750000000000	0.311300588479238
517.180000000000	0.311278380424497
517.620000000000	0.311212468051310
518.050000000000	0.311269885714518
518.480000000000	0.311177609571496
518.920000000000	0.310996342108173
519.350000000000	0.310887080118070
519.780000000000	0.310630295634692
520.220000000000	0.310621600682010
520.650000000000	0.310683284977456
521.080000000000	0.310735435968102
521.510000000000	0.310797094116360
521.950000000000	0.310893230429508
522.380000000000	0.310760221099827
522.810000000000	0.310635862606275
523.250000000000	0.310822297922623
523.680000000000	0.310972464350524
524.110000000000	0.311105415513333
524.540000000000	0.311486745544247
524.980000000000	0.311483267362137
525.410000000000	0.311694890731384
525.840000000000	0.311881956204615
526.270000000000	0.312167058416839
526.700000000000	0.312341824878974
527.140000000000	0.312635803164319
527.570000000000	0.313162046864697
528	0.313510760518833
528.430000000000	0.313943832367373
528.860000000000	0.314323780758496
529.300000000000	0.314846207145486
529.730000000000	0.315412333194023
530.160000000000	0.315723645119846
530.590000000000	0.316289999370010
531.020000000000	0.316801862118176
531.460000000000	0.317473376147790
531.890000000000	0.318115746084310
532.320000000000	0.318739251220892
532.750000000000	0.319426995794686
533.180000000000	0.320141531050099
533.610000000000	0.320878852844017
534.040000000000	0.321479349878350
534.470000000000	0.322208594025808
534.910000000000	0.322985327042764
535.340000000000	0.323651230732594
535.770000000000	0.324385893779748
536.200000000000	0.325103633129427
536.630000000000	0.325808988341394
537.060000000000	0.326532019050884
537.490000000000	0.327364229744275
537.920000000000	0.328203261080398
538.350000000000	0.328952771147599
538.780000000000	0.329716501341170
539.210000000000	0.330582470729724
539.650000000000	0.331445208726983
540.080000000000	0.332208816528624
540.510000000000	0.332910707163344
540.940000000000	0.333708363928975
541.370000000000	0.334601412516495
541.800000000000	0.335349537114056
542.230000000000	0.335913101662247
542.660000000000	0.336586637720566
543.090000000000	0.337378666833241
543.520000000000	0.338292997357029
543.950000000000	0.339046801022975
544.380000000000	0.339889615058927
544.810000000000	0.340794923140712
545.240000000000	0.341740993413319
545.670000000000	0.342494043011810
546.100000000000	0.343343518856017
546.530000000000	0.344178036326791
546.960000000000	0.345085059202440
547.390000000000	0.345949670447369
547.820000000000	0.346670548349025
548.240000000000	0.347304800143587
548.670000000000	0.348062655977238
549.100000000000	0.348831576629799
549.530000000000	0.349367855461642
549.960000000000	0.350081899168706
550.390000000000	0.350721135055113
550.820000000000	0.351401122539612
551.250000000000	0.352107413370160
551.680000000000	0.352735905786797
552.110000000000	0.353303884957408
552.540000000000	0.354051637686639
552.960000000000	0.354803946914187
553.390000000000	0.355443646924211
553.820000000000	0.356135842935592
554.250000000000	0.356925116959637
554.680000000000	0.357541938560246
555.110000000000	0.358473452306849
555.540000000000	0.359265881942971
555.970000000000	0.360127086007168
556.390000000000	0.360806974242235
556.820000000000	0.361768411312981
557.250000000000	0.362727494204230
557.680000000000	0.363545936120756
558.110000000000	0.364479575117388
558.530000000000	0.365290269920556
558.960000000000	0.366216590574232
559.390000000000	0.367066701414214
559.820000000000	0.367790394265824
560.250000000000	0.368621816421142
560.670000000000	0.369100541262775
561.100000000000	0.369900145998847
561.530000000000	0.370373306489915
561.960000000000	0.370864689504740
562.390000000000	0.371280781847639
562.810000000000	0.371533849637407
563.240000000000	0.371774146418871
563.670000000000	0.371956133193739
564.100000000000	0.372025820112384
564.520000000000	0.371965816476184
564.950000000000	0.371801849689564
565.380000000000	0.371716882039185
565.800000000000	0.371288555973872
566.230000000000	0.370910692493369
566.660000000000	0.370310844926027
567.090000000000	0.369655432655753
567.510000000000	0.369051223768400
567.940000000000	0.368617247477817
568.370000000000	0.368028838704744
568.790000000000	0.367726286669896
569.220000000000	0.367524198404712
569.650000000000	0.367499100193822
570.070000000000	0.367472546200087
570.500000000000	0.367939114259805
570.930000000000	0.368553431116868
571.350000000000	0.369477755648453
571.780000000000	0.370723458624000
572.210000000000	0.371976371959808
572.630000000000	0.373469326861029
573.060000000000	0.375164184823532
573.480000000000	0.376885205252726
573.910000000000	0.378969428698446
574.340000000000	0.380868295630642
574.760000000000	0.383169586797932
575.190000000000	0.385391077127985
575.610000000000	0.387511799932545
576.040000000000	0.389706437509286
576.470000000000	0.391912585823730
576.890000000000	0.394070976581909
577.320000000000	0.396326888657451
577.740000000000	0.398615354858222
578.170000000000	0.400871477937189
578.590000000000	0.402936929319067
579.020000000000	0.405162678709982
579.440000000000	0.407213803673590
579.870000000000	0.409218985153794
580.300000000000	0.411380125390723
580.720000000000	0.413321682439263
581.150000000000	0.415509030599667
581.570000000000	0.417615734690364
582	0.419640722437266
582.420000000000	0.421615261558158
582.850000000000	0.423679172087709
583.270000000000	0.425601296311695
583.700000000000	0.427658794237540
584.120000000000	0.429510729022837
584.540000000000	0.431596151585417
584.970000000000	0.433801513435663
585.390000000000	0.435890279225656
585.820000000000	0.437778572414188
586.240000000000	0.439661722266022
586.670000000000	0.441705410618481
587.090000000000	0.443775765246396
587.520000000000	0.445647131961580
587.940000000000	0.447480458532048
588.360000000000	0.449544508683138
588.790000000000	0.451654476372966
589.210000000000	0.453516510265168
589.640000000000	0.455115496020819
590.060000000000	0.457040247843939
590.480000000000	0.458924684052980
590.910000000000	0.461205135520716
591.330000000000	0.462975955071225
591.760000000000	0.464785291532266
592.180000000000	0.466753283315678
592.600000000000	0.468639876192187
593.030000000000	0.470266871823273
593.450000000000	0.472044115932726
593.870000000000	0.473782864769078
594.300000000000	0.475557181012370
594.720000000000	0.477264707883108
595.140000000000	0.478911665868032
595.570000000000	0.480351090855964
595.990000000000	0.481553467273296
596.410000000000	0.482727503254664
596.840000000000	0.483975100468397
597.260000000000	0.485165052718396
597.680000000000	0.485878920107928
598.110000000000	0.486625402213841
598.530000000000	0.487104184238788
598.950000000000	0.487439319422662
599.370000000000	0.487514432337274
599.800000000000	0.487420016814862
600.220000000000	0.486829851090889
600.640000000000	0.486321316989356
601.060000000000	0.485540987670149
601.490000000000	0.484594549607386
601.910000000000	0.483507145694288
602.330000000000	0.482481280378028
602.750000000000	0.481188807735250
603.180000000000	0.480230647526716
603.600000000000	0.479060005477766
604.020000000000	0.477982488477139
604.440000000000	0.477024351058082
604.860000000000	0.476446945359734
605.290000000000	0.475938071032571
605.710000000000	0.475719515985141
606.130000000000	0.475731375970106
